host,source,year,dyad,FDI_AM
AGO,ARG,1993,AGO_ARG,NA
AGO,ARG,1994,AGO_ARG,NA
AGO,ARG,1995,AGO_ARG,NA
AGO,ARG,1996,AGO_ARG,NA
AGO,ARG,1997,AGO_ARG,NA
AGO,ARG,1998,AGO_ARG,NA
AGO,ARG,1999,AGO_ARG,NA
AGO,ARG,2e3,AGO_ARG,NA
AGO,ARG,2001,AGO_ARG,NA
AGO,ARG,2002,AGO_ARG,NA
AGO,ARG,2003,AGO_ARG,NA
AGO,ARG,2004,AGO_ARG,NA
AGO,ARG,2005,AGO_ARG,NA
AGO,ARG,2006,AGO_ARG,NA
AGO,ARG,2007,AGO_ARG,NA
AGO,ARG,2008,AGO_ARG,NA
AGO,ARG,2009,AGO_ARG,NA
AGO,ARG,2010,AGO_ARG,NA
AGO,ARG,2011,AGO_ARG,NA
AGO,ARG,2012,AGO_ARG,NA
AGO,AUS,1993,AGO_AUS,NA
AGO,AUS,1994,AGO_AUS,NA
AGO,AUS,1995,AGO_AUS,NA
AGO,AUS,1996,AGO_AUS,NA
AGO,AUS,1997,AGO_AUS,NA
AGO,AUS,1998,AGO_AUS,NA
AGO,AUS,1999,AGO_AUS,NA
AGO,AUS,2e3,AGO_AUS,NA
AGO,AUS,2001,AGO_AUS,NA
AGO,AUS,2002,AGO_AUS,NA
AGO,AUS,2003,AGO_AUS,NA
AGO,AUS,2004,AGO_AUS,NA
AGO,AUS,2005,AGO_AUS,NA
AGO,AUS,2006,AGO_AUS,NA
AGO,AUS,2007,AGO_AUS,NA
AGO,AUS,2008,AGO_AUS,NA
AGO,AUS,2009,AGO_AUS,NA
AGO,AUS,2010,AGO_AUS,NA
AGO,AUS,2011,AGO_AUS,NA
AGO,AUS,2012,AGO_AUS,NA
AGO,AUT,1985,AGO_AUT,NA
AGO,AUT,1986,AGO_AUT,NA
AGO,AUT,1987,AGO_AUT,NA
AGO,AUT,1988,AGO_AUT,NA
AGO,AUT,1989,AGO_AUT,NA
AGO,AUT,1990,AGO_AUT,NA
AGO,AUT,1991,AGO_AUT,NA
AGO,AUT,1993,AGO_AUT,NA
AGO,AUT,1994,AGO_AUT,NA
AGO,AUT,1995,AGO_AUT,NA
AGO,AUT,1996,AGO_AUT,NA
AGO,AUT,1997,AGO_AUT,NA
AGO,AUT,1998,AGO_AUT,NA
AGO,AUT,1999,AGO_AUT,NA
AGO,AUT,2e3,AGO_AUT,NA
AGO,AUT,2001,AGO_AUT,NA
AGO,AUT,2002,AGO_AUT,NA
AGO,AUT,2003,AGO_AUT,NA
AGO,AUT,2004,AGO_AUT,NA
AGO,AUT,2005,AGO_AUT,NA
AGO,AUT,2006,AGO_AUT,NA
AGO,AUT,2007,AGO_AUT,NA
AGO,AUT,2008,AGO_AUT,NA
AGO,AUT,2009,AGO_AUT,NA
AGO,AUT,2010,AGO_AUT,NA
AGO,AUT,2011,AGO_AUT,NA
AGO,AUT,2012,AGO_AUT,NA
AGO,BEL,2002,AGO_BEL,NA
AGO,BEL,2003,AGO_BEL,NA
AGO,BEL,2004,AGO_BEL,NA
AGO,BEL,2005,AGO_BEL,NA
AGO,BEL,2006,AGO_BEL,NA
AGO,BEL,2007,AGO_BEL,NA
AGO,BEL,2008,AGO_BEL,NA
AGO,BEL,2009,AGO_BEL,-4
AGO,BEL,2010,AGO_BEL,-33
AGO,BEL,2011,AGO_BEL,1
AGO,BEL,2012,AGO_BEL,-26
AGO,BRA,1990,AGO_BRA,NA
AGO,BRA,1991,AGO_BRA,NA
AGO,BRA,1993,AGO_BRA,NA
AGO,BRA,1994,AGO_BRA,NA
AGO,BRA,1995,AGO_BRA,NA
AGO,BRA,1996,AGO_BRA,NA
AGO,BRA,1997,AGO_BRA,NA
AGO,BRA,1998,AGO_BRA,NA
AGO,BRA,1999,AGO_BRA,NA
AGO,BRA,2e3,AGO_BRA,NA
AGO,BRA,2001,AGO_BRA,NA
AGO,BRA,2002,AGO_BRA,NA
AGO,BRA,2006,AGO_BRA,NA
AGO,BRA,2007,AGO_BRA,NA
AGO,BRA,2008,AGO_BRA,NA
AGO,BRA,2009,AGO_BRA,NA
AGO,BRA,2010,AGO_BRA,NA
AGO,BRA,2011,AGO_BRA,NA
AGO,BRA,2012,AGO_BRA,NA
AGO,CAN,1980,AGO_CAN,NA
AGO,CAN,1982,AGO_CAN,NA
AGO,CAN,1983,AGO_CAN,NA
AGO,CAN,1984,AGO_CAN,NA
AGO,CAN,1985,AGO_CAN,NA
AGO,CAN,1986,AGO_CAN,NA
AGO,CAN,1987,AGO_CAN,NA
AGO,CAN,1988,AGO_CAN,NA
AGO,CAN,1989,AGO_CAN,NA
AGO,CAN,1990,AGO_CAN,NA
AGO,CAN,1991,AGO_CAN,NA
AGO,CAN,1993,AGO_CAN,NA
AGO,CAN,1994,AGO_CAN,NA
AGO,CAN,1995,AGO_CAN,NA
AGO,CAN,1996,AGO_CAN,NA
AGO,CAN,1997,AGO_CAN,NA
AGO,CAN,1998,AGO_CAN,NA
AGO,CAN,1999,AGO_CAN,NA
AGO,CAN,2e3,AGO_CAN,NA
AGO,CAN,2001,AGO_CAN,NA
AGO,CAN,2002,AGO_CAN,NA
AGO,CAN,2003,AGO_CAN,NA
AGO,CHE,1993,AGO_CHE,NA
AGO,CHE,1994,AGO_CHE,NA
AGO,CHE,1995,AGO_CHE,NA
AGO,CHE,1996,AGO_CHE,NA
AGO,CHE,1997,AGO_CHE,NA
AGO,CHE,1998,AGO_CHE,NA
AGO,CHE,1999,AGO_CHE,NA
AGO,CHE,2e3,AGO_CHE,NA
AGO,CHE,2001,AGO_CHE,NA
AGO,CHE,2002,AGO_CHE,NA
AGO,CHE,2003,AGO_CHE,NA
AGO,CHE,2004,AGO_CHE,NA
AGO,CHE,2005,AGO_CHE,NA
AGO,CHE,2006,AGO_CHE,NA
AGO,CHE,2007,AGO_CHE,NA
AGO,CHE,2008,AGO_CHE,NA
AGO,CHE,2009,AGO_CHE,NA
AGO,CHE,2010,AGO_CHE,NA
AGO,CHE,2011,AGO_CHE,NA
AGO,CHE,2012,AGO_CHE,NA
AGO,CHL,1993,AGO_CHL,NA
AGO,CHL,1994,AGO_CHL,NA
AGO,CHL,1995,AGO_CHL,NA
AGO,CHL,1996,AGO_CHL,NA
AGO,CHL,1997,AGO_CHL,NA
AGO,CHL,1998,AGO_CHL,NA
AGO,CHL,1999,AGO_CHL,NA
AGO,CHL,2e3,AGO_CHL,NA
AGO,CHL,2001,AGO_CHL,NA
AGO,CHL,2002,AGO_CHL,NA
AGO,CHL,2003,AGO_CHL,NA
AGO,CHL,2004,AGO_CHL,NA
AGO,CHL,2005,AGO_CHL,NA
AGO,CHL,2006,AGO_CHL,NA
AGO,CHL,2007,AGO_CHL,NA
AGO,CHL,2008,AGO_CHL,NA
AGO,CHL,2009,AGO_CHL,NA
AGO,CHL,2010,AGO_CHL,NA
AGO,CHL,2011,AGO_CHL,NA
AGO,CHL,2012,AGO_CHL,NA
AGO,CHN,2003,AGO_CHN,NA
AGO,CHN,2004,AGO_CHN,NA
AGO,CHN,2005,AGO_CHN,NA
AGO,CHN,2006,AGO_CHN,22
AGO,CHN,2007,AGO_CHN,41
AGO,CHN,2008,AGO_CHN,-10
AGO,CHN,2009,AGO_CHN,8
AGO,CHN,2010,AGO_CHN,101
AGO,CHN,2011,AGO_CHN,73
AGO,CHN,2012,AGO_CHN,392
AGO,COL,1993,AGO_COL,NA
AGO,COL,1994,AGO_COL,NA
AGO,COL,1995,AGO_COL,NA
AGO,COL,1996,AGO_COL,NA
AGO,COL,1997,AGO_COL,NA
AGO,COL,1998,AGO_COL,NA
AGO,COL,1999,AGO_COL,NA
AGO,COL,2e3,AGO_COL,NA
AGO,COL,2001,AGO_COL,NA
AGO,COL,2002,AGO_COL,NA
AGO,COL,2003,AGO_COL,NA
AGO,COL,2004,AGO_COL,NA
AGO,COL,2005,AGO_COL,NA
AGO,COL,2006,AGO_COL,NA
AGO,COL,2007,AGO_COL,NA
AGO,COL,2008,AGO_COL,NA
AGO,COL,2009,AGO_COL,NA
AGO,COL,2010,AGO_COL,NA
AGO,COL,2011,AGO_COL,NA
AGO,COL,2012,AGO_COL,NA
AGO,DEU,1980,AGO_DEU,2.152018793290311
AGO,DEU,1982,AGO_DEU,NA
AGO,DEU,1983,AGO_DEU,NA
AGO,DEU,1984,AGO_DEU,NA
AGO,DEU,1985,AGO_DEU,NA
AGO,DEU,1986,AGO_DEU,-0.9006898520824507
AGO,DEU,1987,AGO_DEU,NA
AGO,DEU,1988,AGO_DEU,NA
AGO,DEU,1989,AGO_DEU,NA
AGO,DEU,1990,AGO_DEU,NA
AGO,DEU,1991,AGO_DEU,-1.1785374260337202
AGO,DEU,1993,AGO_DEU,NA
AGO,DEU,1994,AGO_DEU,NA
AGO,DEU,1995,AGO_DEU,NA
AGO,DEU,1996,AGO_DEU,23.395562112482306
AGO,DEU,1997,AGO_DEU,30.453046607383826
AGO,DEU,1998,AGO_DEU,12.226229918109643
AGO,DEU,1999,AGO_DEU,NA
AGO,DEU,2e3,AGO_DEU,NA
AGO,DEU,2001,AGO_DEU,3
AGO,DEU,2002,AGO_DEU,-3
AGO,DEU,2003,AGO_DEU,NA
AGO,DEU,2004,AGO_DEU,2
AGO,DEU,2005,AGO_DEU,2
AGO,DEU,2006,AGO_DEU,NA
AGO,DEU,2007,AGO_DEU,31
AGO,DEU,2008,AGO_DEU,19
AGO,DEU,2009,AGO_DEU,NA
AGO,DEU,2010,AGO_DEU,NA
AGO,DEU,2011,AGO_DEU,NA
AGO,DEU,2012,AGO_DEU,NA
AGO,DNK,1985,AGO_DNK,NA
AGO,DNK,1986,AGO_DNK,NA
AGO,DNK,1987,AGO_DNK,NA
AGO,DNK,1988,AGO_DNK,NA
AGO,DNK,1989,AGO_DNK,NA
AGO,DNK,1990,AGO_DNK,NA
AGO,DNK,1991,AGO_DNK,NA
AGO,DNK,1993,AGO_DNK,NA
AGO,DNK,1994,AGO_DNK,NA
AGO,DNK,1995,AGO_DNK,NA
AGO,DNK,1996,AGO_DNK,NA
AGO,DNK,1997,AGO_DNK,NA
AGO,DNK,1998,AGO_DNK,NA
AGO,DNK,1999,AGO_DNK,NA
AGO,DNK,2e3,AGO_DNK,NA
AGO,DNK,2001,AGO_DNK,NA
AGO,DNK,2002,AGO_DNK,NA
AGO,DNK,2003,AGO_DNK,NA
AGO,DNK,2004,AGO_DNK,NA
AGO,DNK,2005,AGO_DNK,4
AGO,DNK,2006,AGO_DNK,58
AGO,DNK,2007,AGO_DNK,NA
AGO,DNK,2008,AGO_DNK,NA
AGO,DNK,2009,AGO_DNK,NA
AGO,DNK,2010,AGO_DNK,NA
AGO,DNK,2011,AGO_DNK,NA
AGO,DNK,2012,AGO_DNK,NA
AGO,ESP,1993,AGO_ESP,NA
AGO,ESP,1994,AGO_ESP,NA
AGO,ESP,1995,AGO_ESP,NA
AGO,ESP,1996,AGO_ESP,NA
AGO,ESP,1997,AGO_ESP,NA
AGO,ESP,1998,AGO_ESP,NA
AGO,ESP,1999,AGO_ESP,NA
AGO,ESP,2e3,AGO_ESP,NA
AGO,ESP,2001,AGO_ESP,NA
AGO,ESP,2002,AGO_ESP,NA
AGO,ESP,2003,AGO_ESP,NA
AGO,ESP,2004,AGO_ESP,NA
AGO,ESP,2005,AGO_ESP,NA
AGO,ESP,2006,AGO_ESP,NA
AGO,ESP,2007,AGO_ESP,NA
AGO,ESP,2008,AGO_ESP,NA
AGO,ESP,2009,AGO_ESP,NA
AGO,ESP,2010,AGO_ESP,NA
AGO,ESP,2011,AGO_ESP,NA
AGO,ESP,2012,AGO_ESP,NA
AGO,FIN,1985,AGO_FIN,NA
AGO,FIN,1986,AGO_FIN,NA
AGO,FIN,1987,AGO_FIN,NA
AGO,FIN,1988,AGO_FIN,NA
AGO,FIN,1989,AGO_FIN,NA
AGO,FIN,1990,AGO_FIN,NA
AGO,FIN,1991,AGO_FIN,NA
AGO,FIN,1993,AGO_FIN,NA
AGO,FIN,1994,AGO_FIN,NA
AGO,FIN,1995,AGO_FIN,NA
AGO,FIN,1996,AGO_FIN,NA
AGO,FIN,1997,AGO_FIN,NA
AGO,FIN,1998,AGO_FIN,NA
AGO,FIN,1999,AGO_FIN,NA
AGO,FIN,2e3,AGO_FIN,NA
AGO,FIN,2001,AGO_FIN,NA
AGO,FIN,2002,AGO_FIN,NA
AGO,FIN,2003,AGO_FIN,NA
AGO,FIN,2004,AGO_FIN,NA
AGO,FIN,2005,AGO_FIN,NA
AGO,FIN,2006,AGO_FIN,NA
AGO,FIN,2007,AGO_FIN,NA
AGO,FIN,2008,AGO_FIN,NA
AGO,FIN,2009,AGO_FIN,NA
AGO,FIN,2010,AGO_FIN,NA
AGO,FIN,2011,AGO_FIN,NA
AGO,FIN,2012,AGO_FIN,NA
AGO,FRA,1986,AGO_FRA,NA
AGO,FRA,1987,AGO_FRA,NA
AGO,FRA,1988,AGO_FRA,-63.623269665297954
AGO,FRA,1989,AGO_FRA,-77.11429529759535
AGO,FRA,1990,AGO_FRA,-141.0398439810147
AGO,FRA,1991,AGO_FRA,313.18014812051143
AGO,FRA,1993,AGO_FRA,-46.439927380893934
AGO,FRA,1994,AGO_FRA,2.521600106501394
AGO,FRA,1995,AGO_FRA,85.14508417204917
AGO,FRA,1996,AGO_FRA,27.367696734642813
AGO,FRA,1997,AGO_FRA,-114.79108878491063
AGO,FRA,1998,AGO_FRA,NA
AGO,FRA,1999,AGO_FRA,251.43105965739753
AGO,FRA,2e3,AGO_FRA,50.67254373742934
AGO,FRA,2001,AGO_FRA,38
AGO,FRA,2002,AGO_FRA,-192
AGO,FRA,2003,AGO_FRA,-79
AGO,FRA,2004,AGO_FRA,22
AGO,FRA,2005,AGO_FRA,678
AGO,FRA,2006,AGO_FRA,694
AGO,FRA,2007,AGO_FRA,694
AGO,FRA,2008,AGO_FRA,519
AGO,FRA,2009,AGO_FRA,-478
AGO,FRA,2010,AGO_FRA,1511
AGO,FRA,2011,AGO_FRA,979
AGO,FRA,2012,AGO_FRA,953
AGO,GBR,1985,AGO_GBR,NA
AGO,GBR,1986,AGO_GBR,NA
AGO,GBR,1987,AGO_GBR,NA
AGO,GBR,1988,AGO_GBR,NA
AGO,GBR,1989,AGO_GBR,NA
AGO,GBR,1990,AGO_GBR,NA
AGO,GBR,1991,AGO_GBR,NA
AGO,GBR,1993,AGO_GBR,NA
AGO,GBR,1994,AGO_GBR,NA
AGO,GBR,1995,AGO_GBR,NA
AGO,GBR,1996,AGO_GBR,NA
AGO,GBR,1997,AGO_GBR,NA
AGO,GBR,1998,AGO_GBR,NA
AGO,GBR,1999,AGO_GBR,NA
AGO,GBR,2e3,AGO_GBR,NA
AGO,GBR,2001,AGO_GBR,NA
AGO,GBR,2002,AGO_GBR,NA
AGO,GBR,2003,AGO_GBR,NA
AGO,GBR,2004,AGO_GBR,NA
AGO,GBR,2005,AGO_GBR,NA
AGO,GBR,2006,AGO_GBR,NA
AGO,GBR,2007,AGO_GBR,NA
AGO,GBR,2008,AGO_GBR,NA
AGO,GBR,2009,AGO_GBR,NA
AGO,GBR,2010,AGO_GBR,NA
AGO,GBR,2011,AGO_GBR,NA
AGO,GBR,2012,AGO_GBR,NA
AGO,GRC,2003,AGO_GRC,NA
AGO,GRC,2004,AGO_GRC,NA
AGO,GRC,2005,AGO_GRC,NA
AGO,GRC,2006,AGO_GRC,NA
AGO,GRC,2007,AGO_GRC,NA
AGO,GRC,2008,AGO_GRC,NA
AGO,GRC,2009,AGO_GRC,NA
AGO,GRC,2010,AGO_GRC,NA
AGO,GRC,2011,AGO_GRC,NA
AGO,GRC,2012,AGO_GRC,NA
AGO,IND,2010,AGO_IND,NA
AGO,IND,2011,AGO_IND,NA
AGO,IND,2012,AGO_IND,NA
AGO,IRL,2001,AGO_IRL,NA
AGO,IRL,2002,AGO_IRL,NA
AGO,IRL,2003,AGO_IRL,NA
AGO,IRL,2004,AGO_IRL,NA
AGO,IRL,2005,AGO_IRL,NA
AGO,IRL,2006,AGO_IRL,NA
AGO,IRL,2007,AGO_IRL,NA
AGO,IRL,2008,AGO_IRL,NA
AGO,IRL,2009,AGO_IRL,NA
AGO,IRL,2010,AGO_IRL,NA
AGO,IRL,2011,AGO_IRL,NA
AGO,IRL,2012,AGO_IRL,NA
AGO,ISL,1988,AGO_ISL,NA
AGO,ISL,1989,AGO_ISL,NA
AGO,ISL,1990,AGO_ISL,NA
AGO,ISL,1991,AGO_ISL,NA
AGO,ISL,1993,AGO_ISL,NA
AGO,ISL,1994,AGO_ISL,NA
AGO,ISL,1995,AGO_ISL,NA
AGO,ISL,1996,AGO_ISL,NA
AGO,ISL,1997,AGO_ISL,NA
AGO,ISL,1998,AGO_ISL,NA
AGO,ISL,1999,AGO_ISL,NA
AGO,ISL,2e3,AGO_ISL,NA
AGO,ISL,2001,AGO_ISL,NA
AGO,ISL,2002,AGO_ISL,NA
AGO,ISL,2003,AGO_ISL,NA
AGO,ISL,2004,AGO_ISL,NA
AGO,ISL,2005,AGO_ISL,NA
AGO,ISL,2006,AGO_ISL,NA
AGO,ISL,2007,AGO_ISL,NA
AGO,ISL,2008,AGO_ISL,NA
AGO,ISL,2009,AGO_ISL,NA
AGO,ISL,2010,AGO_ISL,NA
AGO,ISL,2011,AGO_ISL,NA
AGO,ISL,2012,AGO_ISL,NA
AGO,ISR,2001,AGO_ISR,NA
AGO,ISR,2002,AGO_ISR,NA
AGO,ISR,2003,AGO_ISR,NA
AGO,ISR,2004,AGO_ISR,NA
AGO,ISR,2005,AGO_ISR,NA
AGO,ISR,2006,AGO_ISR,NA
AGO,ISR,2007,AGO_ISR,NA
AGO,ISR,2008,AGO_ISR,NA
AGO,ISR,2009,AGO_ISR,NA
AGO,ISR,2010,AGO_ISR,NA
AGO,ISR,2011,AGO_ISR,NA
AGO,ISR,2012,AGO_ISR,NA
AGO,ITA,2001,AGO_ITA,NA
AGO,ITA,2002,AGO_ITA,NA
AGO,ITA,2003,AGO_ITA,NA
AGO,ITA,2004,AGO_ITA,NA
AGO,ITA,2005,AGO_ITA,NA
AGO,ITA,2006,AGO_ITA,NA
AGO,ITA,2007,AGO_ITA,NA
AGO,ITA,2008,AGO_ITA,149
AGO,ITA,2009,AGO_ITA,-110
AGO,ITA,2010,AGO_ITA,100
AGO,ITA,2011,AGO_ITA,-70
AGO,ITA,2012,AGO_ITA,92
AGO,JPN,1980,AGO_JPN,NA
AGO,JPN,1982,AGO_JPN,NA
AGO,JPN,1983,AGO_JPN,NA
AGO,JPN,1984,AGO_JPN,NA
AGO,JPN,1985,AGO_JPN,NA
AGO,JPN,1986,AGO_JPN,NA
AGO,JPN,1987,AGO_JPN,NA
AGO,JPN,1988,AGO_JPN,NA
AGO,JPN,1989,AGO_JPN,NA
AGO,JPN,1990,AGO_JPN,NA
AGO,JPN,1991,AGO_JPN,NA
AGO,JPN,1993,AGO_JPN,NA
AGO,JPN,1994,AGO_JPN,NA
AGO,JPN,1995,AGO_JPN,NA
AGO,JPN,1996,AGO_JPN,NA
AGO,JPN,1997,AGO_JPN,NA
AGO,JPN,1998,AGO_JPN,NA
AGO,JPN,1999,AGO_JPN,NA
AGO,JPN,2e3,AGO_JPN,NA
AGO,JPN,2001,AGO_JPN,NA
AGO,JPN,2002,AGO_JPN,NA
AGO,JPN,2003,AGO_JPN,NA
AGO,JPN,2004,AGO_JPN,NA
AGO,JPN,2005,AGO_JPN,NA
AGO,JPN,2006,AGO_JPN,NA
AGO,JPN,2007,AGO_JPN,NA
AGO,JPN,2008,AGO_JPN,NA
AGO,JPN,2009,AGO_JPN,NA
AGO,JPN,2010,AGO_JPN,NA
AGO,JPN,2011,AGO_JPN,NA
AGO,JPN,2012,AGO_JPN,NA
AGO,KOR,1990,AGO_KOR,NA
AGO,KOR,1991,AGO_KOR,NA
AGO,KOR,1993,AGO_KOR,NA
AGO,KOR,1994,AGO_KOR,NA
AGO,KOR,1995,AGO_KOR,NA
AGO,KOR,1996,AGO_KOR,NA
AGO,KOR,1997,AGO_KOR,NA
AGO,KOR,1998,AGO_KOR,NA
AGO,KOR,1999,AGO_KOR,NA
AGO,KOR,2e3,AGO_KOR,NA
AGO,KOR,2001,AGO_KOR,NA
AGO,KOR,2002,AGO_KOR,NA
AGO,KOR,2003,AGO_KOR,NA
AGO,KOR,2004,AGO_KOR,NA
AGO,KOR,2005,AGO_KOR,NA
AGO,KOR,2006,AGO_KOR,NA
AGO,KOR,2007,AGO_KOR,NA
AGO,KOR,2008,AGO_KOR,6
AGO,KOR,2009,AGO_KOR,-5
AGO,KOR,2010,AGO_KOR,NA
AGO,KOR,2011,AGO_KOR,NA
AGO,KOR,2012,AGO_KOR,NA
AGO,LUX,2002,AGO_LUX,NA
AGO,LUX,2003,AGO_LUX,1
AGO,LUX,2004,AGO_LUX,1
AGO,LUX,2005,AGO_LUX,NA
AGO,LUX,2006,AGO_LUX,NA
AGO,LUX,2007,AGO_LUX,NA
AGO,LUX,2008,AGO_LUX,NA
AGO,LUX,2009,AGO_LUX,NA
AGO,LUX,2010,AGO_LUX,NA
AGO,LUX,2011,AGO_LUX,NA
AGO,LUX,2012,AGO_LUX,NA
AGO,MEX,1990,AGO_MEX,NA
AGO,MEX,1991,AGO_MEX,NA
AGO,MEX,1993,AGO_MEX,NA
AGO,MEX,1994,AGO_MEX,NA
AGO,MEX,1995,AGO_MEX,NA
AGO,MEX,1996,AGO_MEX,NA
AGO,MEX,1997,AGO_MEX,NA
AGO,MEX,1998,AGO_MEX,NA
AGO,MEX,1999,AGO_MEX,NA
AGO,MEX,2e3,AGO_MEX,NA
AGO,MEX,2001,AGO_MEX,NA
AGO,MEX,2002,AGO_MEX,NA
AGO,MEX,2003,AGO_MEX,NA
AGO,MEX,2004,AGO_MEX,NA
AGO,MEX,2005,AGO_MEX,NA
AGO,MEX,2006,AGO_MEX,NA
AGO,MEX,2007,AGO_MEX,NA
AGO,MEX,2008,AGO_MEX,NA
AGO,MEX,2009,AGO_MEX,NA
AGO,MEX,2010,AGO_MEX,NA
AGO,MEX,2011,AGO_MEX,NA
AGO,MEX,2012,AGO_MEX,NA
AGO,MYS,1980,AGO_MYS,NA
AGO,MYS,1982,AGO_MYS,NA
AGO,MYS,1983,AGO_MYS,NA
AGO,MYS,1984,AGO_MYS,NA
AGO,MYS,1985,AGO_MYS,NA
AGO,MYS,1986,AGO_MYS,NA
AGO,MYS,1987,AGO_MYS,NA
AGO,MYS,1988,AGO_MYS,NA
AGO,MYS,1989,AGO_MYS,NA
AGO,MYS,1990,AGO_MYS,NA
AGO,MYS,1991,AGO_MYS,NA
AGO,MYS,1993,AGO_MYS,NA
AGO,MYS,1994,AGO_MYS,NA
AGO,MYS,1995,AGO_MYS,NA
AGO,MYS,1996,AGO_MYS,NA
AGO,MYS,1997,AGO_MYS,NA
AGO,MYS,1998,AGO_MYS,NA
AGO,MYS,1999,AGO_MYS,NA
AGO,MYS,2e3,AGO_MYS,NA
AGO,MYS,2001,AGO_MYS,NA
AGO,MYS,2002,AGO_MYS,NA
AGO,MYS,2003,AGO_MYS,NA
AGO,MYS,2004,AGO_MYS,NA
AGO,MYS,2008,AGO_MYS,NA
AGO,MYS,2009,AGO_MYS,NA
AGO,MYS,2010,AGO_MYS,NA
AGO,MYS,2011,AGO_MYS,NA
AGO,MYS,2012,AGO_MYS,NA
AGO,NLD,1982,AGO_NLD,NA
AGO,NLD,1983,AGO_NLD,NA
AGO,NLD,1984,AGO_NLD,NA
AGO,NLD,1985,AGO_NLD,NA
AGO,NLD,1986,AGO_NLD,NA
AGO,NLD,1987,AGO_NLD,NA
AGO,NLD,1988,AGO_NLD,NA
AGO,NLD,1989,AGO_NLD,NA
AGO,NLD,1990,AGO_NLD,1.2102046195920788
AGO,NLD,1991,AGO_NLD,NA
AGO,NLD,1993,AGO_NLD,NA
AGO,NLD,1994,AGO_NLD,-6.054148351648352
AGO,NLD,1995,AGO_NLD,NA
AGO,NLD,1996,AGO_NLD,NA
AGO,NLD,1997,AGO_NLD,18.069954439928868
AGO,NLD,1998,AGO_NLD,28.88319478961351
AGO,NLD,1999,AGO_NLD,42.61547238041829
AGO,NLD,2e3,AGO_NLD,NA
AGO,NLD,2001,AGO_NLD,NA
AGO,NLD,2002,AGO_NLD,NA
AGO,NLD,2003,AGO_NLD,NA
AGO,NLD,2004,AGO_NLD,NA
AGO,NLD,2005,AGO_NLD,NA
AGO,NLD,2006,AGO_NLD,NA
AGO,NLD,2007,AGO_NLD,NA
AGO,NLD,2008,AGO_NLD,NA
AGO,NLD,2009,AGO_NLD,NA
AGO,NLD,2010,AGO_NLD,NA
AGO,NLD,2011,AGO_NLD,NA
AGO,NLD,2012,AGO_NLD,NA
AGO,NOR,1986,AGO_NOR,NA
AGO,NOR,1987,AGO_NOR,NA
AGO,NOR,1988,AGO_NOR,NA
AGO,NOR,1989,AGO_NOR,NA
AGO,NOR,1990,AGO_NOR,NA
AGO,NOR,1991,AGO_NOR,NA
AGO,NOR,1993,AGO_NOR,NA
AGO,NOR,1994,AGO_NOR,NA
AGO,NOR,1995,AGO_NOR,NA
AGO,NOR,1996,AGO_NOR,NA
AGO,NOR,1997,AGO_NOR,NA
AGO,NOR,1998,AGO_NOR,NA
AGO,NOR,1999,AGO_NOR,NA
AGO,NOR,2e3,AGO_NOR,NA
AGO,NOR,2001,AGO_NOR,NA
AGO,NOR,2002,AGO_NOR,NA
AGO,NOR,2003,AGO_NOR,NA
AGO,NOR,2004,AGO_NOR,NA
AGO,NOR,2005,AGO_NOR,NA
AGO,NOR,2006,AGO_NOR,NA
AGO,NOR,2007,AGO_NOR,NA
AGO,NOR,2008,AGO_NOR,NA
AGO,NOR,2009,AGO_NOR,NA
AGO,NOR,2010,AGO_NOR,NA
AGO,NZL,1980,AGO_NZL,NA
AGO,NZL,1982,AGO_NZL,NA
AGO,NZL,1983,AGO_NZL,NA
AGO,NZL,1984,AGO_NZL,NA
AGO,NZL,1985,AGO_NZL,NA
AGO,NZL,1986,AGO_NZL,NA
AGO,NZL,1987,AGO_NZL,NA
AGO,NZL,1988,AGO_NZL,NA
AGO,NZL,1989,AGO_NZL,NA
AGO,NZL,1990,AGO_NZL,NA
AGO,NZL,1991,AGO_NZL,NA
AGO,NZL,1993,AGO_NZL,NA
AGO,NZL,1994,AGO_NZL,NA
AGO,NZL,1995,AGO_NZL,NA
AGO,NZL,1996,AGO_NZL,NA
AGO,NZL,1997,AGO_NZL,NA
AGO,NZL,1998,AGO_NZL,NA
AGO,NZL,1999,AGO_NZL,NA
AGO,NZL,2e3,AGO_NZL,NA
AGO,NZL,2001,AGO_NZL,NA
AGO,NZL,2002,AGO_NZL,NA
AGO,NZL,2003,AGO_NZL,NA
AGO,NZL,2004,AGO_NZL,NA
AGO,NZL,2005,AGO_NZL,NA
AGO,NZL,2006,AGO_NZL,NA
AGO,NZL,2007,AGO_NZL,NA
AGO,NZL,2008,AGO_NZL,NA
AGO,NZL,2009,AGO_NZL,NA
AGO,NZL,2010,AGO_NZL,NA
AGO,NZL,2011,AGO_NZL,NA
AGO,NZL,2012,AGO_NZL,NA
AGO,POL,1996,AGO_POL,NA
AGO,POL,1997,AGO_POL,NA
AGO,POL,1998,AGO_POL,NA
AGO,POL,1999,AGO_POL,NA
AGO,POL,2e3,AGO_POL,NA
AGO,POL,2001,AGO_POL,NA
AGO,POL,2002,AGO_POL,NA
AGO,POL,2003,AGO_POL,NA
AGO,POL,2004,AGO_POL,NA
AGO,POL,2005,AGO_POL,NA
AGO,POL,2006,AGO_POL,NA
AGO,POL,2007,AGO_POL,NA
AGO,POL,2008,AGO_POL,NA
AGO,POL,2009,AGO_POL,NA
