host,source,year,dyad,FDI_AM
IDN,NLD,2005,IDN_NLD,NA
IDN,NLD,2006,IDN_NLD,NA
IDN,NLD,2007,IDN_NLD,NA
IDN,NLD,2008,IDN_NLD,NA
IDN,NLD,2009,IDN_NLD,NA
IDN,NLD,2010,IDN_NLD,NA
IDN,NLD,2011,IDN_NLD,NA
IDN,NLD,2012,IDN_NLD,NA
IDN,NOR,1986,IDN_NOR,NA
IDN,NOR,1987,IDN_NOR,NA
IDN,NOR,1988,IDN_NOR,NA
IDN,NOR,1989,IDN_NOR,NA
IDN,NOR,1990,IDN_NOR,NA
IDN,NOR,1991,IDN_NOR,NA
IDN,NOR,1992,IDN_NOR,NA
IDN,NOR,1993,IDN_NOR,NA
IDN,NOR,1994,IDN_NOR,NA
IDN,NOR,1995,IDN_NOR,NA
IDN,NOR,1996,IDN_NOR,NA
IDN,NOR,1997,IDN_NOR,NA
IDN,NOR,1998,IDN_NOR,NA
IDN,NOR,1999,IDN_NOR,NA
IDN,NOR,2e3,IDN_NOR,NA
IDN,NOR,2001,IDN_NOR,NA
IDN,NOR,2002,IDN_NOR,NA
IDN,NOR,2003,IDN_NOR,NA
IDN,NOR,2004,IDN_NOR,NA
IDN,NOR,2005,IDN_NOR,NA
IDN,NOR,2006,IDN_NOR,NA
IDN,NOR,2007,IDN_NOR,NA
IDN,NOR,2008,IDN_NOR,NA
IDN,NOR,2009,IDN_NOR,NA
IDN,NOR,2010,IDN_NOR,NA
IDN,NZL,1980,IDN_NZL,NA
IDN,NZL,1981,IDN_NZL,NA
IDN,NZL,1982,IDN_NZL,NA
IDN,NZL,1983,IDN_NZL,NA
IDN,NZL,1984,IDN_NZL,NA
IDN,NZL,1985,IDN_NZL,NA
IDN,NZL,1986,IDN_NZL,NA
IDN,NZL,1987,IDN_NZL,NA
IDN,NZL,1988,IDN_NZL,NA
IDN,NZL,1989,IDN_NZL,NA
IDN,NZL,1990,IDN_NZL,NA
IDN,NZL,1991,IDN_NZL,0.576864281140576
IDN,NZL,1992,IDN_NZL,0.5371175051966118
IDN,NZL,1993,IDN_NZL,3.78274097410984
IDN,NZL,1994,IDN_NZL,NA
IDN,NZL,1995,IDN_NZL,NA
IDN,NZL,1996,IDN_NZL,1.2136460803519264
IDN,NZL,1997,IDN_NZL,-4.048850187117335
IDN,NZL,1998,IDN_NZL,94.74106784423927
IDN,NZL,1999,IDN_NZL,49.216504993093814
IDN,NZL,2e3,IDN_NZL,2.2715398768825383
IDN,NZL,2001,IDN_NZL,NA
IDN,NZL,2002,IDN_NZL,NA
IDN,NZL,2003,IDN_NZL,NA
IDN,NZL,2004,IDN_NZL,NA
IDN,NZL,2005,IDN_NZL,NA
IDN,NZL,2006,IDN_NZL,NA
IDN,NZL,2007,IDN_NZL,NA
IDN,NZL,2008,IDN_NZL,NA
IDN,NZL,2009,IDN_NZL,NA
IDN,NZL,2010,IDN_NZL,-16
IDN,NZL,2011,IDN_NZL,3
IDN,NZL,2012,IDN_NZL,NA
IDN,POL,1996,IDN_POL,NA
IDN,POL,1997,IDN_POL,NA
IDN,POL,1998,IDN_POL,NA
IDN,POL,1999,IDN_POL,NA
IDN,POL,2e3,IDN_POL,NA
IDN,POL,2001,IDN_POL,NA
IDN,POL,2002,IDN_POL,NA
IDN,POL,2003,IDN_POL,NA
IDN,POL,2004,IDN_POL,NA
IDN,POL,2005,IDN_POL,NA
IDN,POL,2006,IDN_POL,NA
IDN,POL,2007,IDN_POL,13
IDN,POL,2008,IDN_POL,3
IDN,POL,2009,IDN_POL,-1
IDN,POL,2010,IDN_POL,NA
IDN,POL,2011,IDN_POL,4
IDN,POL,2012,IDN_POL,3
IDN,RUS,2007,IDN_RUS,NA
IDN,RUS,2008,IDN_RUS,NA
IDN,RUS,2009,IDN_RUS,NA
IDN,RUS,2010,IDN_RUS,NA
IDN,RUS,2011,IDN_RUS,3
IDN,RUS,2012,IDN_RUS,2
IDN,SWE,1982,IDN_SWE,NA
IDN,SWE,1983,IDN_SWE,NA
IDN,SWE,1984,IDN_SWE,NA
IDN,SWE,1985,IDN_SWE,1.2244418823048098
IDN,SWE,1986,IDN_SWE,NA
IDN,SWE,1987,IDN_SWE,0.6318173502154425
IDN,SWE,1988,IDN_SWE,NA
IDN,SWE,1989,IDN_SWE,NA
IDN,SWE,1990,IDN_SWE,NA
IDN,SWE,1991,IDN_SWE,NA
IDN,SWE,1992,IDN_SWE,NA
IDN,SWE,1993,IDN_SWE,NA
IDN,SWE,1994,IDN_SWE,NA
IDN,SWE,1995,IDN_SWE,NA
IDN,SWE,1996,IDN_SWE,6.986173493429725
IDN,SWE,1997,IDN_SWE,17.214917307256552
IDN,SWE,1998,IDN_SWE,-13.050402082046624
IDN,SWE,1999,IDN_SWE,-0.6945898482649777
IDN,SWE,2e3,IDN_SWE,2.375510792120704
IDN,SWE,2001,IDN_SWE,3
IDN,SWE,2002,IDN_SWE,NA
IDN,SWE,2003,IDN_SWE,NA
IDN,SWE,2004,IDN_SWE,NA
IDN,SWE,2005,IDN_SWE,54
IDN,SWE,2006,IDN_SWE,NA
IDN,SWE,2007,IDN_SWE,-26
IDN,SWE,2008,IDN_SWE,-170
IDN,SWE,2009,IDN_SWE,-4
IDN,SWE,2010,IDN_SWE,NA
IDN,SWE,2011,IDN_SWE,NA
IDN,SWE,2012,IDN_SWE,-1
IDN,THA,1980,IDN_THA,NA
IDN,THA,1981,IDN_THA,NA
IDN,THA,1982,IDN_THA,NA
IDN,THA,1983,IDN_THA,NA
IDN,THA,1984,IDN_THA,NA
IDN,THA,1985,IDN_THA,NA
IDN,THA,1986,IDN_THA,NA
IDN,THA,1987,IDN_THA,NA
IDN,THA,1988,IDN_THA,20.24203464076319
IDN,THA,1989,IDN_THA,NA
IDN,THA,1990,IDN_THA,NA
IDN,THA,1991,IDN_THA,0.7446074742914471
IDN,THA,1992,IDN_THA,0.47243908488549263
IDN,THA,1993,IDN_THA,5.766283827548619
IDN,THA,1994,IDN_THA,17.65407554671968
IDN,THA,1995,IDN_THA,29.05856665810429
IDN,THA,1996,IDN_THA,33.18509866746637
IDN,THA,1997,IDN_THA,15.080840318451232
IDN,THA,1998,IDN_THA,-1.6199461307465775
IDN,THA,1999,IDN_THA,NA
IDN,THA,2e3,IDN_THA,2.567822934896963
IDN,THA,2001,IDN_THA,1
IDN,THA,2002,IDN_THA,4
IDN,THA,2003,IDN_THA,15
IDN,THA,2004,IDN_THA,19
IDN,THA,2005,IDN_THA,-104
IDN,THA,2006,IDN_THA,11
IDN,THA,2007,IDN_THA,-39
IDN,THA,2008,IDN_THA,122
IDN,THA,2009,IDN_THA,64
IDN,THA,2010,IDN_THA,55
IDN,THA,2011,IDN_THA,442
IDN,THA,2012,IDN_THA,564
IDN,TUR,2e3,IDN_TUR,NA
IDN,TUR,2001,IDN_TUR,NA
IDN,TUR,2002,IDN_TUR,NA
IDN,TUR,2003,IDN_TUR,NA
IDN,TUR,2004,IDN_TUR,NA
IDN,TUR,2005,IDN_TUR,NA
IDN,TUR,2006,IDN_TUR,NA
IDN,TUR,2007,IDN_TUR,3
IDN,TUR,2008,IDN_TUR,NA
IDN,TUR,2009,IDN_TUR,NA
IDN,TUR,2010,IDN_TUR,1
IDN,TUR,2011,IDN_TUR,NA
IDN,TUR,2012,IDN_TUR,NA
IDN,TWN,1980,IDN_TWN,0.12
IDN,TWN,1981,IDN_TWN,1.96
IDN,TWN,1982,IDN_TWN,8.96
IDN,TWN,1983,IDN_TWN,NA
IDN,TWN,1984,IDN_TWN,4.9
IDN,TWN,1985,IDN_TWN,1
IDN,TWN,1986,IDN_TWN,1.78
IDN,TWN,1987,IDN_TWN,0.95
IDN,TWN,1988,IDN_TWN,1.923
IDN,TWN,1989,IDN_TWN,0.311
IDN,TWN,1990,IDN_TWN,61.871
IDN,TWN,1991,IDN_TWN,160.341
IDN,TWN,1992,IDN_TWN,39.93
IDN,TWN,1993,IDN_TWN,25.531
IDN,TWN,1994,IDN_TWN,20.571
IDN,TWN,1995,IDN_TWN,32.067
IDN,TWN,1996,IDN_TWN,82.612
IDN,TWN,1997,IDN_TWN,55.861
IDN,TWN,1998,IDN_TWN,19.541
IDN,TWN,1999,IDN_TWN,7.321
IDN,TWN,2e3,IDN_TWN,33.711
IDN,TWN,2001,IDN_TWN,6
IDN,TWN,2002,IDN_TWN,9
IDN,TWN,2003,IDN_TWN,13
IDN,TWN,2004,IDN_TWN,2
IDN,TWN,2005,IDN_TWN,9
IDN,TWN,2006,IDN_TWN,9
IDN,TWN,2007,IDN_TWN,1
IDN,TWN,2008,IDN_TWN,3
IDN,TWN,2009,IDN_TWN,2
IDN,TWN,2010,IDN_TWN,NA
IDN,TWN,2011,IDN_TWN,1
IDN,TWN,2012,IDN_TWN,17
IDN,USA,1982,IDN_USA,1004
IDN,USA,1983,IDN_USA,538
IDN,USA,1984,IDN_USA,970
IDN,USA,1985,IDN_USA,245
IDN,USA,1986,IDN_USA,71
IDN,USA,1987,IDN_USA,-292
IDN,USA,1988,IDN_USA,-156
IDN,USA,1989,IDN_USA,-65
IDN,USA,1990,IDN_USA,691
IDN,USA,1991,IDN_USA,413
IDN,USA,1992,IDN_USA,806
IDN,USA,1993,IDN_USA,475
IDN,USA,1994,IDN_USA,2061
IDN,USA,1995,IDN_USA,519
IDN,USA,1996,IDN_USA,956
IDN,USA,1997,IDN_USA,21
IDN,USA,1998,IDN_USA,461
IDN,USA,1999,IDN_USA,505
IDN,USA,2e3,IDN_USA,683
IDN,USA,2001,IDN_USA,985
IDN,USA,2002,IDN_USA,NA
IDN,USA,2003,IDN_USA,NA
IDN,USA,2004,IDN_USA,NA
IDN,USA,2005,IDN_USA,NA
IDN,USA,2006,IDN_USA,771
IDN,USA,2007,IDN_USA,2925
IDN,USA,2008,IDN_USA,1750
IDN,USA,2009,IDN_USA,603
IDN,USA,2010,IDN_USA,879
IDN,USA,2011,IDN_USA,1413
IDN,USA,2012,IDN_USA,1536
IDN,VEN,1990,IDN_VEN,NA
IDN,VEN,1991,IDN_VEN,NA
IDN,VEN,1992,IDN_VEN,NA
IDN,VEN,1993,IDN_VEN,NA
IDN,VEN,1994,IDN_VEN,NA
IDN,VEN,1995,IDN_VEN,NA
IDN,VEN,1996,IDN_VEN,NA
IDN,VEN,1997,IDN_VEN,NA
IDN,VEN,1998,IDN_VEN,NA
IDN,VEN,1999,IDN_VEN,NA
IDN,VEN,2e3,IDN_VEN,NA
IDN,VEN,2001,IDN_VEN,NA
IDN,VEN,2002,IDN_VEN,NA
IDN,VEN,2003,IDN_VEN,NA
IDN,VEN,2004,IDN_VEN,NA
IDN,VEN,2005,IDN_VEN,NA
IDN,VEN,2006,IDN_VEN,NA
IDN,VEN,2007,IDN_VEN,NA
IDN,VEN,2008,IDN_VEN,NA
IDN,VEN,2009,IDN_VEN,NA
IDN,VEN,2010,IDN_VEN,NA
IDN,VEN,2011,IDN_VEN,NA
IDN,VEN,2012,IDN_VEN,NA
IDN,ZAF,2001,IDN_ZAF,NA
IDN,ZAF,2002,IDN_ZAF,NA
IDN,ZAF,2003,IDN_ZAF,NA
IDN,ZAF,2004,IDN_ZAF,NA
IDN,ZAF,2005,IDN_ZAF,NA
IDN,ZAF,2006,IDN_ZAF,NA
IDN,ZAF,2007,IDN_ZAF,NA
IDN,ZAF,2008,IDN_ZAF,NA
IDN,ZAF,2009,IDN_ZAF,NA
IDN,ZAF,2010,IDN_ZAF,NA
IDN,ZAF,2011,IDN_ZAF,13
IDN,ZAF,2012,IDN_ZAF,17
IND,ARG,1992,ARG_IND,NA
IND,ARG,1993,ARG_IND,NA
IND,ARG,1994,ARG_IND,NA
IND,ARG,1995,ARG_IND,NA
IND,ARG,1996,ARG_IND,NA
IND,ARG,1997,ARG_IND,NA
IND,ARG,1998,ARG_IND,NA
IND,ARG,1999,ARG_IND,NA
IND,ARG,2e3,ARG_IND,NA
IND,ARG,2001,ARG_IND,NA
IND,ARG,2002,ARG_IND,NA
IND,ARG,2003,ARG_IND,NA
IND,ARG,2004,ARG_IND,NA
IND,ARG,2005,ARG_IND,NA
IND,ARG,2006,ARG_IND,NA
IND,ARG,2007,ARG_IND,NA
IND,ARG,2008,ARG_IND,NA
IND,ARG,2009,ARG_IND,NA
IND,ARG,2010,ARG_IND,10
IND,ARG,2011,ARG_IND,NA
IND,ARG,2012,ARG_IND,NA
IND,AUS,1992,AUS_IND,NA
IND,AUS,1993,AUS_IND,NA
IND,AUS,1994,AUS_IND,NA
IND,AUS,1995,AUS_IND,NA
IND,AUS,1996,AUS_IND,NA
IND,AUS,1997,AUS_IND,NA
IND,AUS,1998,AUS_IND,NA
IND,AUS,1999,AUS_IND,NA
IND,AUS,2e3,AUS_IND,NA
IND,AUS,2001,AUS_IND,NA
IND,AUS,2002,AUS_IND,NA
IND,AUS,2003,AUS_IND,NA
IND,AUS,2004,AUS_IND,-48
IND,AUS,2005,AUS_IND,NA
IND,AUS,2006,AUS_IND,NA
IND,AUS,2007,AUS_IND,138
IND,AUS,2008,AUS_IND,NA
IND,AUS,2009,AUS_IND,106
IND,AUS,2010,AUS_IND,420
IND,AUS,2011,AUS_IND,355
IND,AUS,2012,AUS_IND,471
IND,AUT,1985,AUT_IND,NA
IND,AUT,1986,AUT_IND,NA
IND,AUT,1987,AUT_IND,NA
IND,AUT,1988,AUT_IND,NA
IND,AUT,1989,AUT_IND,NA
IND,AUT,1990,AUT_IND,NA
IND,AUT,1991,AUT_IND,NA
IND,AUT,1992,AUT_IND,2.1286624261781917
IND,AUT,1993,AUT_IND,NA
IND,AUT,1994,AUT_IND,1.4456880701815829
IND,AUT,1995,AUT_IND,6.883970639289789
IND,AUT,1996,AUT_IND,23.186544310732437
IND,AUT,1997,AUT_IND,3.135348486586585
IND,AUT,1998,AUT_IND,4.4463006195927015
IND,AUT,1999,AUT_IND,2.1307717143124814
IND,AUT,2e3,AUT_IND,0.9213193058385329
IND,AUT,2001,AUT_IND,-1
IND,AUT,2002,AUT_IND,-8
IND,AUT,2003,AUT_IND,5
IND,AUT,2004,AUT_IND,2
IND,AUT,2005,AUT_IND,-4
IND,AUT,2006,AUT_IND,6
IND,AUT,2007,AUT_IND,12
IND,AUT,2008,AUT_IND,48
IND,AUT,2009,AUT_IND,96
IND,AUT,2010,AUT_IND,81
IND,AUT,2011,AUT_IND,-32
IND,AUT,2012,AUT_IND,58
IND,BEL,2002,BEL_IND,-14
IND,BEL,2003,BEL_IND,2
IND,BEL,2004,BEL_IND,NA
IND,BEL,2005,BEL_IND,NA
IND,BEL,2006,BEL_IND,109
IND,BEL,2007,BEL_IND,NA
IND,BEL,2008,BEL_IND,NA
IND,BEL,2009,BEL_IND,169
IND,BEL,2010,BEL_IND,54
IND,BEL,2011,BEL_IND,74
IND,BEL,2012,BEL_IND,154
IND,BRA,1990,BRA_IND,NA
IND,BRA,1991,BRA_IND,NA
IND,BRA,1992,BRA_IND,NA
IND,BRA,1993,BRA_IND,NA
IND,BRA,1994,BRA_IND,NA
IND,BRA,1995,BRA_IND,0.7
IND,BRA,1996,BRA_IND,NA
IND,BRA,1997,BRA_IND,NA
IND,BRA,1998,BRA_IND,NA
IND,BRA,1999,BRA_IND,NA
IND,BRA,2e3,BRA_IND,NA
IND,BRA,2001,BRA_IND,NA
IND,BRA,2002,BRA_IND,NA
IND,BRA,2006,BRA_IND,NA
IND,BRA,2007,BRA_IND,NA
IND,BRA,2008,BRA_IND,NA
IND,BRA,2009,BRA_IND,NA
IND,BRA,2010,BRA_IND,NA
IND,BRA,2011,BRA_IND,NA
IND,BRA,2012,BRA_IND,NA
IND,CAN,1980,CAN_IND,NA
IND,CAN,1981,CAN_IND,NA
IND,CAN,1982,CAN_IND,NA
IND,CAN,1983,CAN_IND,NA
IND,CAN,1984,CAN_IND,NA
IND,CAN,1985,CAN_IND,NA
IND,CAN,1986,CAN_IND,NA
IND,CAN,1987,CAN_IND,NA
IND,CAN,1988,CAN_IND,NA
IND,CAN,1989,CAN_IND,NA
IND,CAN,1990,CAN_IND,NA
IND,CAN,1991,CAN_IND,NA
IND,CAN,1992,CAN_IND,NA
IND,CAN,1993,CAN_IND,NA
IND,CAN,1994,CAN_IND,NA
IND,CAN,1995,CAN_IND,NA
IND,CAN,1996,CAN_IND,NA
IND,CAN,1997,CAN_IND,NA
IND,CAN,1998,CAN_IND,NA
IND,CAN,1999,CAN_IND,NA
IND,CAN,2e3,CAN_IND,NA
IND,CAN,2001,CAN_IND,NA
IND,CAN,2002,CAN_IND,NA
IND,CAN,2003,CAN_IND,NA
IND,CHE,1993,CHE_IND,38.034135975419936
IND,CHE,1994,CHE_IND,22.51972303665304
IND,CHE,1995,CHE_IND,10.740230196114911
IND,CHE,1996,CHE_IND,298.9458014093737
IND,CHE,1997,CHE_IND,110.45193652631072
IND,CHE,1998,CHE_IND,20.140570143673997
IND,CHE,1999,CHE_IND,-39.47674999167859
IND,CHE,2e3,CHE_IND,-25.402051112005875
IND,CHE,2001,CHE_IND,82
IND,CHE,2002,CHE_IND,48
IND,CHE,2003,CHE_IND,104
IND,CHE,2004,CHE_IND,132
IND,CHE,2005,CHE_IND,199
IND,CHE,2006,CHE_IND,295
IND,CHE,2007,CHE_IND,525
IND,CHE,2008,CHE_IND,1114
IND,CHE,2009,CHE_IND,806
IND,CHE,2010,CHE_IND,1764
IND,CHE,2011,CHE_IND,793
IND,CHE,2012,CHE_IND,800
IND,CHL,1992,CHL_IND,NA
IND,CHL,1993,CHL_IND,NA
IND,CHL,1994,CHL_IND,NA
IND,CHL,1995,CHL_IND,NA
IND,CHL,1996,CHL_IND,NA
IND,CHL,1997,CHL_IND,NA
IND,CHL,1998,CHL_IND,NA
IND,CHL,1999,CHL_IND,NA
IND,CHL,2e3,CHL_IND,NA
IND,CHL,2001,CHL_IND,NA
IND,CHL,2002,CHL_IND,NA
IND,CHL,2003,CHL_IND,NA
IND,CHL,2004,CHL_IND,NA
IND,CHL,2005,CHL_IND,NA
IND,CHL,2006,CHL_IND,NA
IND,CHL,2007,CHL_IND,NA
IND,CHL,2008,CHL_IND,NA
IND,CHL,2009,CHL_IND,NA
IND,CHL,2010,CHL_IND,NA
IND,CHL,2011,CHL_IND,NA
IND,CHL,2012,CHL_IND,NA
IND,CHN,2003,CHN_IND,NA
IND,CHN,2004,CHN_IND,NA
IND,CHN,2005,CHN_IND,11
IND,CHN,2006,CHN_IND,6
IND,CHN,2007,CHN_IND,22
IND,CHN,2008,CHN_IND,102
IND,CHN,2009,CHN_IND,-25
IND,CHN,2010,CHN_IND,48
IND,CHN,2011,CHN_IND,180
IND,CHN,2012,CHN_IND,277
IND,COL,1992,COL_IND,NA
IND,COL,1993,COL_IND,NA
IND,COL,1994,COL_IND,NA
IND,COL,1995,COL_IND,NA
IND,COL,1996,COL_IND,NA
IND,COL,1997,COL_IND,NA
IND,COL,1998,COL_IND,NA
IND,COL,1999,COL_IND,NA
IND,COL,2e3,COL_IND,NA
IND,COL,2001,COL_IND,NA
IND,COL,2002,COL_IND,NA
IND,COL,2003,COL_IND,NA
IND,COL,2004,COL_IND,NA
IND,COL,2005,COL_IND,4
IND,COL,2006,COL_IND,NA
IND,COL,2007,COL_IND,2
IND,COL,2008,COL_IND,NA
IND,COL,2009,COL_IND,NA
IND,COL,2010,COL_IND,1
IND,COL,2011,COL_IND,1
IND,COL,2012,COL_IND,NA
IND,DEU,1980,DEU_IND,8.608075173161245
IND,DEU,1981,DEU_IND,18.173641592920355
IND,DEU,1982,DEU_IND,13.701989211197606
IND,DEU,1983,DEU_IND,9.19215434385844
IND,DEU,1984,DEU_IND,19.24258417254053
IND,DEU,1985,DEU_IND,7.9722143907716445
IND,DEU,1986,DEU_IND,-3.6027594083298027
IND,DEU,1987,DEU_IND,33.732651233176995
IND,DEU,1988,DEU_IND,36.75074307319129
IND,DEU,1989,DEU_IND,11.443442692708665
IND,DEU,1990,DEU_IND,4.84197235924319
IND,DEU,1991,DEU_IND,-2.3570748520674405
IND,DEU,1992,DEU_IND,36.31996285979573
IND,DEU,1993,DEU_IND,216.4837357559335
IND,DEU,1994,DEU_IND,95.212917259781
IND,DEU,1995,DEU_IND,427.1592877129081
IND,DEU,1996,DEU_IND,198.8622779560996
IND,DEU,1997,DEU_IND,197.38085764045073
IND,DEU,1998,DEU_IND,571.2983798098506
IND,DEU,1999,DEU_IND,118.25815044204403
IND,DEU,2e3,DEU_IND,1.8426368201388712
IND,DEU,2001,DEU_IND,189
IND,DEU,2002,DEU_IND,146
IND,DEU,2003,DEU_IND,313
IND,DEU,2004,DEU_IND,536
IND,DEU,2005,DEU_IND,631
IND,DEU,2006,DEU_IND,958
IND,DEU,2007,DEU_IND,2409
IND,DEU,2008,DEU_IND,1453
IND,DEU,2009,DEU_IND,965
IND,DEU,2010,DEU_IND,3783
IND,DEU,2011,DEU_IND,3047
IND,DEU,2012,DEU_IND,2206
IND,DNK,1985,DNK_IND,NA
IND,DNK,1986,DNK_IND,NA
IND,DNK,1987,DNK_IND,NA
IND,DNK,1988,DNK_IND,NA
IND,DNK,1989,DNK_IND,NA
IND,DNK,1990,DNK_IND,NA
IND,DNK,1991,DNK_IND,NA
IND,DNK,1992,DNK_IND,NA
IND,DNK,1993,DNK_IND,NA
IND,DNK,1994,DNK_IND,13.520843323297514
IND,DNK,1995,DNK_IND,NA
IND,DNK,1996,DNK_IND,8.10530690658375
IND,DNK,1997,DNK_IND,NA
IND,DNK,1998,DNK_IND,NA
IND,DNK,1999,DNK_IND,9.030652615162323
IND,DNK,2e3,DNK_IND,14.103430102658125
IND,DNK,2001,DNK_IND,13
IND,DNK,2002,DNK_IND,-6
IND,DNK,2003,DNK_IND,16
IND,DNK,2004,DNK_IND,14
IND,DNK,2005,DNK_IND,42
IND,DNK,2006,DNK_IND,-8
IND,DNK,2007,DNK_IND,82
IND,DNK,2008,DNK_IND,54
IND,DNK,2009,DNK_IND,75
IND,DNK,2010,DNK_IND,178
IND,DNK,2011,DNK_IND,37
IND,DNK,2012,DNK_IND,69
IND,ESP,1992,ESP_IND,NA
IND,ESP,1993,ESP_IND,NA
IND,ESP,1994,ESP_IND,NA
IND,ESP,1995,ESP_IND,NA
IND,ESP,1996,ESP_IND,NA
IND,ESP,1997,ESP_IND,NA
IND,ESP,1998,ESP_IND,NA
IND,ESP,1999,ESP_IND,NA
IND,ESP,2e3,ESP_IND,NA
IND,ESP,2001,ESP_IND,NA
IND,ESP,2002,ESP_IND,NA
IND,ESP,2003,ESP_IND,NA
IND,ESP,2004,ESP_IND,NA
IND,ESP,2005,ESP_IND,NA
IND,ESP,2006,ESP_IND,85
IND,ESP,2007,ESP_IND,123
IND,ESP,2008,ESP_IND,334
IND,ESP,2009,ESP_IND,183
IND,ESP,2010,ESP_IND,144
IND,ESP,2011,ESP_IND,299
IND,ESP,2012,ESP_IND,299
IND,FIN,1985,FIN_IND,NA
IND,FIN,1986,FIN_IND,NA
IND,FIN,1987,FIN_IND,NA
IND,FIN,1988,FIN_IND,NA
IND,FIN,1989,FIN_IND,NA
IND,FIN,1990,FIN_IND,NA
IND,FIN,1991,FIN_IND,NA
IND,FIN,1992,FIN_IND,NA
IND,FIN,1993,FIN_IND,NA
IND,FIN,1994,FIN_IND,1.5315372230549955
IND,FIN,1995,FIN_IND,8.473275974598492
IND,FIN,1996,FIN_IND,3.4831448444013895
IND,FIN,1997,FIN_IND,0.19262515337777852
IND,FIN,1998,FIN_IND,1.684109676707079
IND,FIN,1999,FIN_IND,6.98822036904971
IND,FIN,2e3,FIN_IND,-6.650654683505074
IND,FIN,2001,FIN_IND,25
IND,FIN,2002,FIN_IND,17
IND,FIN,2003,FIN_IND,6
IND,FIN,2004,FIN_IND,14
IND,FIN,2005,FIN_IND,25
IND,FIN,2006,FIN_IND,149
IND,FIN,2007,FIN_IND,128
IND,FIN,2008,FIN_IND,325
IND,FIN,2009,FIN_IND,337
IND,FIN,2010,FIN_IND,208
IND,FIN,2011,FIN_IND,257
IND,FIN,2012,FIN_IND,-40
IND,FRA,1986,FRA_IND,0.43314481908262814
IND,FRA,1987,FRA_IND,1.8300666643374908
IND,FRA,1988,FRA_IND,4.364657021893791
IND,FRA,1989,FRA_IND,17.084264608613605
IND,FRA,1990,FRA_IND,6.611236851652903
IND,FRA,1991,FRA_IND,7.444011890955881
IND,FRA,1992,FRA_IND,3.589089030624388
IND,FRA,1993,FRA_IND,8.1225676090323
IND,FRA,1994,FRA_IND,10.08637679660089
IND,FRA,1995,FRA_IND,17.830379642350564
IND,FRA,1996,FRA_IND,17.202552233204052
IND,FRA,1997,FRA_IND,113.93443886860533
IND,FRA,1998,FRA_IND,NA
IND,FRA,1999,FRA_IND,108.66935629260401
IND,FRA,2e3,FRA_IND,51.59386271447352
IND,FRA,2001,FRA_IND,59
IND,FRA,2002,FRA_IND,120
IND,FRA,2003,FRA_IND,64
IND,FRA,2004,FRA_IND,78
IND,FRA,2005,FRA_IND,231
IND,FRA,2006,FRA_IND,608
IND,FRA,2007,FRA_IND,545
IND,FRA,2008,FRA_IND,690
IND,FRA,2009,FRA_IND,665
IND,FRA,2010,FRA_IND,1120
IND,FRA,2011,FRA_IND,621
IND,FRA,2012,FRA_IND,437
IND,GBR,1985,GBR_IND,37.215462126209175
IND,GBR,1986,GBR_IND,29.317044783251756
IND,GBR,1987,GBR_IND,71.90411912551518
IND,GBR,1988,GBR_IND,24.9034989416013
IND,GBR,1989,GBR_IND,62.17552149718656
IND,GBR,1990,GBR_IND,74.57690921326687
IND,GBR,1991,GBR_IND,3.527243547348836
IND,GBR,1992,GBR_IND,-47.38754234164663
IND,GBR,1993,GBR_IND,208.47081408602796
IND,GBR,1994,GBR_IND,133.14356549286077
IND,GBR,1995,GBR_IND,96.26461722978837
IND,GBR,1996,GBR_IND,171.6175736395407
IND,GBR,1997,GBR_IND,279.94237443520393
IND,GBR,1998,GBR_IND,346.1296081613726
IND,GBR,1999,GBR_IND,239.4601145201818
IND,GBR,2e3,GBR_IND,434.23594898711053
IND,GBR,2001,GBR_IND,194
IND,GBR,2002,GBR_IND,414
IND,GBR,2003,GBR_IND,315
IND,GBR,2004,GBR_IND,502
IND,GBR,2005,GBR_IND,1120
IND,GBR,2006,GBR_IND,191
IND,GBR,2007,GBR_IND,1301
IND,GBR,2008,GBR_IND,803
IND,GBR,2009,GBR_IND,1083
IND,GBR,2010,GBR_IND,2868
IND,GBR,2011,GBR_IND,11360
IND,GBR,2012,GBR_IND,569
IND,GRC,2003,GRC_IND,NA
IND,GRC,2004,GRC_IND,NA
IND,GRC,2005,GRC_IND,NA
IND,GRC,2006,GRC_IND,NA
IND,GRC,2007,GRC_IND,NA
IND,GRC,2008,GRC_IND,NA
IND,GRC,2009,GRC_IND,NA
IND,GRC,2010,GRC_IND,NA
IND,GRC,2011,GRC_IND,NA
IND,GRC,2012,GRC_IND,NA
IND,IRL,2001,IND_IRL,NA
IND,IRL,2002,IND_IRL,NA
IND,IRL,2003,IND_IRL,NA
IND,IRL,2004,IND_IRL,NA
IND,IRL,2005,IND_IRL,NA
IND,IRL,2006,IND_IRL,NA
IND,IRL,2007,IND_IRL,NA
IND,IRL,2008,IND_IRL,NA
IND,IRL,2009,IND_IRL,NA
IND,IRL,2010,IND_IRL,NA
IND,IRL,2011,IND_IRL,NA
IND,IRL,2012,IND_IRL,NA
IND,ISL,1988,IND_ISL,NA
IND,ISL,1989,IND_ISL,NA
IND,ISL,1990,IND_ISL,NA
IND,ISL,1991,IND_ISL,NA
IND,ISL,1992,IND_ISL,NA
IND,ISL,1993,IND_ISL,NA
IND,ISL,1994,IND_ISL,NA
IND,ISL,1995,IND_ISL,NA
IND,ISL,1996,IND_ISL,0.20574436090225565
